num_nodes,num_edges,false_avg_degree,average_clustering,density,average_shortest_path_length,diameter,radius,node_connectivity,edge_connectivity,real_avg_degree,edge_cut,attribute_assortativity_coefficient,homophily_ratio
1563,381,1.001663467690339,0.021816027862093117,0.00032063491283301505,5.3997172641298645,13.200000000000001,7.0,1.0,1.0,6.365579014715291,8383.800000000001,0.5533876313980247,0.5665098725981342
1719,495,1.1657940663176265,0.026280378189833073,0.0003392881450284128,4.94299464123584,11.8,6.199999999999999,1.0,1.0,6.488074461896451,9149.0,0.5426630322256132,0.5571588298968096
1890,520,1.2486772486772486,0.02982906609316839,0.0003305127709574507,6.498066571295664,15.799999999999999,8.0,1.0,1.0,6.461904761904762,9853.0,0.5430263403359117,0.5567162163138067
2079,697,1.36988936988937,0.03652800099578811,0.0003296172689820428,7.660622473611545,18.4,9.4,1.0,1.0,6.41943241943242,10498.0,0.5660363558571202,0.5793263988555819
2286,774,1.5083114610673667,0.037144687436489195,0.0003300462715683516,11.23243658598876,30.0,15.400000000000002,1.0,1.0,6.473665791776028,11350.800000000001,0.5677698920545559,0.5799563223609285
2514,982,1.6442322991249005,0.041249674525999876,0.000327145304242917,9.413126767725474,24.599999999999998,12.8,1.0,1.0,6.470644391408115,12133.6,0.5605076968733932,0.5731534852761828
2765,1183,1.7932730560578662,0.05121832858241614,0.00032439816498876017,9.177019336041843,25.200000000000003,13.200000000000003,1.0,1.0,6.4159132007233275,12781.6,0.5477175280376654,0.5610727065224046
3041,1476,1.9898717527129235,0.055044917163267065,0.0003272815382751519,11.505866040490012,32.4,16.4,1.0,1.0,6.430384741861229,13503.6,0.55435932281237,0.5671170877544754
3345,1730,2.138834080717489,0.06134677446941644,0.00031980174651876324,13.17168782902057,37.6,19.400000000000002,1.0,1.0,6.4067563527653215,14276.2,0.5568735535034719,0.569543525895101
3679,2164,2.3752106550693126,0.06826353766289946,0.0003228943250502056,11.6078292658412,33.60000000000001,17.4,1.0,1.0,6.419461810274531,14878.8,0.5519544673979784,0.5640989119007284
4046,2393,2.593425605536332,0.07743098576923887,0.00032057176829868137,11.92840378598281,31.25,17.5,1.0,1.0,6.414112703905091,15458.5,0.5585638303077824,0.5703396235400687
4450,3255,2.9132584269662924,0.07906882049273756,0.0003274059819022581,11.051444506001936,29.5,15.75,1.0,1.0,6.441797752808988,15702.0,0.5500209470262277,0.5620620103686821
4895,3887,3.1797752808988764,0.09480709506384102,0.00032486465885767026,10.937786758568903,32.0,16.5,1.0,1.0,6.412717058222676,15825.25,0.558805062477675,0.5705604373162811
5384,4933,3.441555225359089,0.09942439994167085,0.00031966888587767867,11.110178304019843,34.666666666666664,18.0,1.0,1.0,6.391778107974245,15884.0,0.5581382170386311,0.5701280589451387
5922,5878,3.761567038162783,0.10530433645771928,0.00031764626230052216,10.150707424130506,28.33333333333333,14.666666666666668,1.0,1.0,6.36327817178881,15407.333333333336,0.5562172835023929,0.5677145638741564
6514,6640,4.231092006959369,0.12331935132905328,0.00032481897796402345,9.489667388563506,26.333333333333336,14.0,1.0,1.0,6.402108279602907,14142.0,0.5546954283501341,0.5663847959934369
7165,8507,4.658478715980461,0.1341801104764641,0.0003251311219975196,8.992496643028474,27.0,14.5,1.0,1.0,6.406978367062107,12528.0,0.5542327972333811,0.565322166854294
7881,10192,5.006725034894049,0.13840556490148737,0.00031768559866078995,8.852651755966319,28.5,15.0,1.0,1.0,6.345324197436874,10549.5,0.5556396192810197,0.5668670028686094
8669,12085,5.504210404890991,0.15323992021248395,0.000317501753858502,8.731649619179958,26.0,14.0,1.0,1.0,6.362902295535817,7444.0,0.5628381069295709,0.5740871318322982
9535,14418,6.148505506030414,0.16798311619908524,0.0003224515159445361,8.248005375927931,25.5,13.5,1.0,1.0,6.39627687467226,2362.5,0.5557638586217675,0.5672234564129515
10488,18130,6.914569031273837,0.17920363835545627,0.0003296733589813024,7.5950694738416304,24.0,12.0,1.0,1.0,6.467963386727689,-4684.0,0.5401138252325612,0.5519029233314947
11536,21460,7.441054091539528,0.19025780653922955,0.00032254244003205587,7.810918720255224,26.0,13.0,1.0,1.0,6.42128987517337,-11764.0,0.55517991856541,0.566542404473439
12689,25781,8.127039167783119,0.20492727257957052,0.0003202647843546311,7.523549680558858,23.0,12.0,1.0,1.0,6.3771770825124126,-22204.0,0.5595344224671754,0.5703037120359955
13957,30923,8.862362971985384,0.21561448201503058,0.0003175108545423253,7.331650582638792,24.0,13.0,1.0,1.0,6.344916529340116,-35136.0,0.5621489160756776,0.5729715745561557
15352,37850,9.861907243355915,0.22690589976281114,0.00032121383764432005,7.096683338190637,24.0,13.0,1.0,1.0,6.38314226159458,-53406.0,0.5559256904722988,0.5673712021136064
16887,46305,10.968200390833186,0.24255088979607375,0.0003247720120464641,6.787812988614592,23.0,12.0,1.0,1.0,6.41523065079647,-76886.0,0.5493460795622093,0.5607385811467445
18575,55994,12.05792732166891,0.25286345039785035,0.0003245915613672044,6.668887789591247,24.0,13.0,1.0,1.0,6.416366083445491,-104792.0,0.5519419929166272,0.5632924956245312
