num_nodes,num_edges,false_avg_degree,average_clustering,density,average_shortest_path_length,diameter,radius,node_connectivity,edge_connectivity,real_avg_degree,edge_cut,attribute_assortativity_coefficient,homophily_ratio
1421,4021,6.122167487684729,0.21343438146092994,0.002155692777353778,4.948042123140418,14.0,7.4,1.0,1.0,49.522308233638284,61671.6,0.6436765687112301,0.708036156275883
1563,5056,6.681253998720409,0.21827987925221728,0.0021386856590014116,4.770939702382227,12.4,7.200000000000001,1.0,1.0,49.77722328854766,67359.0,0.6318894142811857,0.6991614316706258
1719,5637,7.290750436300174,0.22892039934464542,0.0021218714890279904,4.66929883958986,12.6,7.0,1.0,1.0,49.50389761489238,72564.40000000001,0.6208446296298552,0.6912200084056803
1890,7739,7.929947089947091,0.2281882240977684,0.0020989801720346984,4.539238339952877,13.2,7.6000000000000005,1.0,1.0,49.434814814814814,78444.20000000001,0.6254652761975142,0.694265725337778
2079,7828,8.88965848965849,0.25074846741928525,0.002138993861804256,4.460431392800187,12.2,6.6,1.0,1.0,49.75776815776816,84964.79999999999,0.617542759780096,0.6859015539112694
2286,10963,9.88888888888889,0.2542973954627894,0.002163870654023827,4.401165073464424,12.4,7.200000000000001,1.0,1.0,49.98967629046369,91670.4,0.6212628942128575,0.692814781370013
2514,12952,10.908711217183772,0.26021760896628293,0.0021704558728976864,4.2451843983908875,12.25,7.25,1.0,1.0,49.95584725536993,98164.5,0.6195805954642386,0.6918075167735037
2765,16187,11.794394213381555,0.26758157923443665,0.0021335734828837835,4.253630200082721,13.0,6.75,1.0,1.0,49.84511754068716,105210.25,0.622573857852366,0.6918945233934568
3041,22324,12.98322920092075,0.2714939140961097,0.0021353995396251233,4.31844516206285,13.333333333333332,7.333333333333334,1.0,1.0,49.64726515400635,111495.33333333333,0.6283839929854829,0.6943768936993477
3345,24751,14.425909317389138,0.2843832255556366,0.002156984048652682,4.177519954640173,12.999999999999998,7.666666666666666,1.0,1.0,50.062282012954654,119203.66666666669,0.6174079993431688,0.6873494098100409
3679,31298,15.930053456555223,0.2906611581631069,0.00216558638615487,4.1074360568195765,12.0,7.333333333333334,1.0,1.0,50.049741777656976,125526.33333333334,0.6237317782355462,0.693104556818982
4046,35509,17.082056351952545,0.3019911500962722,0.0021115026393019216,4.054280779126067,12.5,7.5,1.0,1.0,49.41201186356896,130807.0,0.6156821766478939,0.6882428020693836
4450,42560,18.87887640449438,0.30684852783196703,0.0021216988541800834,3.956259334878581,11.5,6.5,1.0,1.0,49.638314606741574,136879.5,0.6201423297679897,0.6888884752818937
4895,52836,20.89703779366701,0.31691910167387927,0.0021349650381760326,4.002684516083084,13.0,8.0,1.0,1.0,49.74800817160367,141225.5,0.6191243728937534,0.6877510130694844
5384,59995,22.47975482912333,0.3189381877632588,0.00208803221522602,4.062372906147227,12.5,8.0,1.0,1.0,49.2097882615156,143914.5,0.6330621415574013,0.699286483454852
5922,72930,24.63019250253293,0.3211541030461541,0.002079901410448651,3.9436155650368656,12.0,7.0,1.0,1.0,49.21968929415738,145619.0,0.6185637396820985,0.6847936377348142
6514,89036,27.336813018114828,0.34468075498788375,0.002098634501620976,3.919732071129253,11.0,7.0,1.0,1.0,49.365827448572304,143497.0,0.6327415946173623,0.7016487712835258
7165,111335,31.077459874389394,0.33697796845823813,0.002169001945448729,3.7906156960357134,12.0,7.0,1.0,1.0,50.18981158408932,136940.0,0.6070447621640871,0.6771275879103607
7881,133274,33.821596244131456,0.35095684129900145,0.0021460403708205237,3.7824547563615516,11.0,7.0,1.0,1.0,49.9734805227763,127293.0,0.6209950049040771,0.6908624337830335
8669,159144,36.7156534779098,0.3548163155877099,0.0021178849491180086,3.7732055509578446,12.0,7.0,1.0,1.0,49.634098511939094,111990.0,0.6311364017305505,0.6980219172573267
